age,gender,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,Churn
45,M,Town,Premium Membership,2017-04-04,Yes,CID8218,Credit/Debit Card Offers,Smartphone,Mobile_Data,14,38.65,1225.14,700.07,Yes,No,Yes,Unsolved,Too many ads,1
60,F,Town,Premium Membership,2015-12-10,Yes,CID14887,Without Offers,Smartphone,Wi-Fi,16,182.16,43782.88,761.49,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0
19,F,Town,Premium Membership,2016-03-30,Yes,CID60641,Without Offers,Smartphone,Fiber_Optic,20,31.98,14432.03,730.04,Yes,No,Yes,Solved,Poor Customer Service,1
21,F,Town,Silver Membership,2017-03-23,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,12,283.79,38527.24,760.53,Yes,No,Yes,No Information Available,No reason specified,1
60,M,City,Silver Membership,2015-07-27,?,CID1697,Credit/Debit Card Offers,Both,Mobile_Data,9,1185912249727440.0,29872.64,744.29,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
32,M,Town,Gold Membership,2017-11-11,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,329.16,37811.56,757.14,No,Yes,Yes,Unsolved,Poor Website,1
36,F,Town,Premium Membership,2017-12-09,Yes,CID43621,Gift Vouchers/Coupons,Both,Fiber_Optic,7,700.63,26571.36,738.84,Yes,Yes,No,Not Applicable,Products always in Stock,0
52,F,Town,Basic Membership,2016-08-24,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3,166.57,45964.8,630.0,Yes,No,Yes,No Information Available,Too many ads,1
39,M,Town,No Membership,2016-12-29,Yes,CID55829,Without Offers,Smartphone,Fiber_Optic,12,126.05,43632.02,594.51,Yes,No,No,Not Applicable,Poor Website,1
42,F,City,Silver Membership,2016-09-03,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,428.35,26483.73,713.42,No,Yes,No,Not Applicable,No reason specified,1
56,M,Town,Silver Membership,2017-05-03,Yes,CID55012,Credit/Debit Card Offers,?,Wi-Fi,16,148.06,15456.63,9843321161749410.0,No,Yes,Yes,Solved in Follow-up,No reason specified,1
17,F,Town,Gold Membership,2017-07-12,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,15,196.56,1246.57,766.76,Yes,No,Yes,Solved in Follow-up,No reason specified,1
56,M,Town,No Membership,2016-08-30,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,10,359.98,38699.34,560.14,No,Yes,Yes,No Information Available,Poor Customer Service,0
33,F,City,Premium Membership,2017-12-29,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,22,32.47,25468.76,2988686939801550.0,No,Yes,No,Not Applicable,Poor Customer Service,1
33,F,City,Gold Membership,2015-11-07,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,22,177.73,35286.1,709.01,Yes,No,Yes,No Information Available,Poor Website,1
42,F,City,Basic Membership,2017-05-13,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,4,316.14,13516.16,659.85,No,Yes,Yes,Solved,Poor Product Quality,1
12,F,City,No Membership,2015-06-11,Yes,CID62525,Gift Vouchers/Coupons,?,Wi-Fi,22,108.2,2998.4,678.14,Yes,No,Yes,No Information Available,Too many ads,1
62,F,Town,Gold Membership,2015-10-18,Yes,CID31521,Without Offers,Smartphone,Fiber_Optic,6,308.28,38497.78,792.37,Yes,No,Yes,Unsolved,Too many ads,1
60,M,Town,Gold Membership,2015-12-17,?,CID41894,Gift Vouchers/Coupons,Desktop,Mobile_Data,7,67.78,14175.2,4645011749930110.0,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
56,M,Town,Basic Membership,2016-07-23,Yes,CID53761,Without Offers,Desktop,Mobile_Data,5,732.71,47547.72,9363622800699130.0,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
18,F,Town,Gold Membership,2016-05-02,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,21,32.82,46250.9,779.89,Yes,No,No,Not Applicable,User Friendly Website,0
23,M,City,Gold Membership,2017-12-08,Yes,CID55727,Without Offers,Desktop,Fiber_Optic,15,547.87,36383.39,763.15,No,Yes,Yes,Solved,Products always in Stock,0
17,M,City,Platinum Membership,2017-10-30,Yes,CID17316,Credit/Debit Card Offers,Desktop,Mobile_Data,14,80.4,15214.2,761.95,Yes,No,No,Not Applicable,No reason specified,1
42,F,City,Gold Membership,2016-03-28,Yes,xxxxxxxx,Without Offers,Desktop,Wi-Fi,8,179.84,39667.91,-380843140071828.0,No,Yes,No,Not Applicable,Poor Product Quality,1
31,F,City,Silver Membership,2017-02-01,?,CID18443,Without Offers,Desktop,Wi-Fi,10,731.24,36981.7,774.16,No,Yes,Yes,Unsolved,Poor Customer Service,1
12,F,Town,Gold Membership,2017-06-02,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,13,49.19,35209.09,799.43,No,Yes,Yes,No Information Available,Quality Customer Care,0
16,F,Town,Premium Membership,2017-11-03,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7,34.49,31418.7,770.66,Yes,No,Yes,Unsolved,Poor Product Quality,1
38,M,Town,Basic Membership,2016-02-04,Yes,xxxxxxxx,Without Offers,Desktop,Mobile_Data,17,117.11,29114.92,521.7,No,Yes,Yes,No Information Available,Too many ads,1
15,M,City,Platinum Membership,2015-12-18,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,-999,93.76,28456.92,704.31,No,Yes,No,Not Applicable,Poor Website,1
30,M,City,No Membership,2015-11-06,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,-999,121.38,13374.01,693.0,Yes,No,No,Not Applicable,Poor Website,1
64,M,Village,No Membership,2016-10-11,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,10,445.01,37220.97,550.13,No,Yes,Yes,Solved,Poor Website,1
59,M,Town,No Membership,2015-01-29,Yes,CID29969,Credit/Debit Card Offers,Smartphone,Mobile_Data,10,628.79,40093.14,622.06,No,Yes,No,Not Applicable,Poor Customer Service,1
23,M,City,No Membership,2015-08-04,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,31.45,18606.73,621.94,No,Yes,No,Not Applicable,Poor Product Quality,1
32,F,Town,Silver Membership,2015-06-22,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,24,38.88,41019.89,750.83,No,Yes,Yes,Solved,Quality Customer Care,0
42,M,City,Platinum Membership,2016-07-30,Yes,CID39513,Credit/Debit Card Offers,?,Mobile_Data,22,1.09782188954903e+16,27380.8,799.91,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
12,M,Town,No Membership,2017-11-01,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,8,322.3,14310.09,5592451349253580.0,Yes,No,No,Not Applicable,Poor Product Quality,1
45,M,City,Premium Membership,2015-07-01,Yes,CID17073,Gift Vouchers/Coupons,?,Wi-Fi,13,31.2,37295.99,1.19660075042727e+16,No,Yes,No,Not Applicable,Too many ads,1
55,F,City,Gold Membership,2015-08-06,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,12,291.94,97643.81,713.99,Yes,Yes,No,Not Applicable,User Friendly Website,0
16,F,City,Silver Membership,2017-02-27,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,-999,343.13,32605.84,3.35262081835267e+16,No,Yes,No,Not Applicable,Poor Customer Service,1
56,M,City,Platinum Membership,2016-02-11,?,CID9744,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19,180.37,21460.83,2.40158193031684e+16,Yes,No,No,Not Applicable,Poor Customer Service,1
24,F,Town,Silver Membership,2016-11-08,Yes,CID50921,Gift Vouchers/Coupons,?,Mobile_Data,23,31.81,36494.51,622.69,No,Yes,No,Not Applicable,Poor Customer Service,1
24,F,Town,Platinum Membership,2015-01-14,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,12,31.86,21842.03,743.44,No,Yes,No,Not Applicable,Too many ads,1
53,M,Town,Basic Membership,2015-06-11,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,5,428.81,40698.54,600.39,No,Yes,Yes,Solved in Follow-up,Poor Website,1
58,M,Town,Basic Membership,2015-02-19,?,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,19,1.22376901145828e+16,47756.12,631.09,Yes,No,No,Not Applicable,No reason specified,1
63,F,Village,Premium Membership,2017-06-16,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,1090.92,12483.66,705.75,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,0
62,M,Town,Gold Membership,2016-07-07,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,402.05,20411.69,5173513913379670.0,Yes,No,No,Not Applicable,Products always in Stock,0
48,F,Village,Platinum Membership,2015-04-09,Yes,CID54885,Gift Vouchers/Coupons,Desktop,Mobile_Data,2,33.18,24394.24,1.04208706416047e+16,No,Yes,Yes,No Information Available,Poor Product Quality,1
64,F,City,Basic Membership,2017-08-19,Yes,CID25795,Gift Vouchers/Coupons,Both,Fiber_Optic,9,-4082693518941800.0,36532.11,621.72,No,Yes,No,Not Applicable,Poor Website,1
52,F,City,No Membership,2016-10-09,No,xxxxxxxx,Without Offers,?,Fiber_Optic,15,45.45,47218.23,632.14,No,Yes,No,Not Applicable,Too many ads,1
54,F,Town,Gold Membership,2016-11-11,Yes,CID17485,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,2,67.48,47619.23,754.69,No,Yes,No,Not Applicable,Quality Customer Care,0
12,M,Town,Silver Membership,2015-04-23,Yes,CID17794,Credit/Debit Card Offers,Smartphone,Wi-Fi,2,226.47,27477.44,748.61,Yes,No,No,Not Applicable,Poor Customer Service,1
23,M,Town,Premium Membership,2017-02-03,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,16,125.89,77291.02,1.08577060118686e+16,Yes,No,Yes,Solved,Reasonable Price,0
62,F,Village,No Membership,2017-04-10,Yes,CID39249,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,112.9,20038.77,2743235842251830.0,No,Yes,No,Not Applicable,Poor Product Quality,1
22,M,Village,Basic Membership,2015-03-03,?,CID10143,Without Offers,Desktop,Wi-Fi,10,589.12,36545.91,680.88,Yes,No,Yes,Unsolved,Poor Customer Service,1
38,M,Town,No Membership,2017-02-22,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,17,174.48,40594.31,615.71,No,Yes,Yes,Solved in Follow-up,No reason specified,1
28,M,City,Platinum Membership,2017-07-24,Yes,CID50972,Without Offers,Smartphone,Wi-Fi,16,43.58,23397.98,759.48,Yes,No,No,Not Applicable,Poor Customer Service,1
39,F,City,Silver Membership,2017-12-24,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,32.91,11023.03,20890394517916.0,No,Yes,No,Not Applicable,Too many ads,1
61,F,Town,No Membership,2017-01-26,Yes,CID35547,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,100.33,34614.42,642.93,No,Yes,Yes,Solved in Follow-up,No reason specified,1
64,M,Town,Gold Membership,2016-10-17,?,CID45652,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,449.03,33430.37,4359525482844400.0,No,Yes,Yes,Solved,Quality Customer Care,0
37,M,Town,Silver Membership,2016-08-29,Yes,CID44775,Without Offers,Smartphone,Wi-Fi,7,43.78,17353.48,2.82363879337758e+16,Yes,No,No,Not Applicable,Poor Customer Service,1
50,F,Town,Silver Membership,2015-02-01,Yes,CID9360,Gift Vouchers/Coupons,?,Fiber_Optic,11,145.59,13518.27,740.22,Yes,No,No,Not Applicable,Poor Customer Service,1
20,F,Town,Gold Membership,2015-11-02,Yes,CID30127,Credit/Debit Card Offers,Desktop,Wi-Fi,14,233.72,15596.42,780.92,Yes,No,No,Not Applicable,Poor Website,1
27,F,Village,No Membership,2015-07-17,Yes,CID63189,Credit/Debit Card Offers,Desktop,Mobile_Data,15,304.09,32189.63,549.41,No,Yes,Yes,No Information Available,Too many ads,1
14,F,Town,No Membership,2016-05-12,?,CID12041,Credit/Debit Card Offers,?,Wi-Fi,14,163.99,27114.49,583.06,No,Yes,Yes,Solved in Follow-up,No reason specified,1
55,F,City,No Membership,2017-03-15,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,12,488.0,20417.72,656.21,No,Yes,No,Not Applicable,Poor Website,1
21,F,City,No Membership,2015-11-05,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,39.62,46139.37,673.05,Yes,No,No,Not Applicable,Poor Customer Service,1
12,M,Town,No Membership,2017-10-24,Yes,CID28912,Gift Vouchers/Coupons,Desktop,Wi-Fi,17,110.59,12478.19,671.23,No,Yes,Yes,Solved,Poor Customer Service,1
58,F,Town,Gold Membership,2017-08-18,Yes,xxxxxxxx,Without Offers,Both,Fiber_Optic,6,1600.12,15610.96,725.74,No,Yes,Yes,Solved in Follow-up,Poor Website,1
23,F,Town,Basic Membership,2015-08-06,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,9,54.12,24610.29,653.38,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
55,F,Town,Silver Membership,2016-05-17,?,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,6,633.62,58077.98,796.0,Yes,Yes,Yes,Solved in Follow-up,User Friendly Website,0
16,M,City,Gold Membership,2017-05-01,Yes,CID24314,Without Offers,Desktop,Fiber_Optic,26,936.34,30998.94,778.24,Yes,Yes,Yes,Unsolved,No reason specified,1
17,M,Town,Silver Membership,2016-01-22,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,6,352.25,31444.17,668.44,Yes,Yes,Yes,Solved,Too many ads,1
11,M,City,Premium Membership,2015-05-21,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,18,128.93,66961.7,765.97,No,Yes,No,Not Applicable,Quality Customer Care,0
44,M,City,Gold Membership,2017-12-13,Yes,CID17367,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20,38.56,16717.72,5501900865886540.0,Yes,No,Yes,Solved in Follow-up,Poor Website,1
16,F,Town,Gold Membership,2016-10-01,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,7,220.07,45054.8,623.93,Yes,Yes,No,Not Applicable,Too many ads,1
30,F,City,No Membership,2017-07-07,Yes,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,21,31.66,5643.14,711.22,No,Yes,No,Not Applicable,Too many ads,0
17,F,Town,Silver Membership,2016-06-07,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,9,1053.12,15799.78,9454319714217350.0,Yes,Yes,Yes,Solved,Poor Product Quality,1
35,M,City,Gold Membership,2017-07-11,Yes,CID31628,Gift Vouchers/Coupons,Both,Mobile_Data,11,263.58,34046.4,649.88,Yes,No,No,Not Applicable,Poor Customer Service,1
25,M,Town,Basic Membership,2017-10-25,?,CID2113,Credit/Debit Card Offers,Desktop,Wi-Fi,14,142.87,43660.25,580.25,No,Yes,Yes,No Information Available,Poor Customer Service,1
58,F,Town,Basic Membership,2016-03-07,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,15,120.5,4165.97,694.31,Yes,No,No,Not Applicable,Poor Product Quality,1
62,F,Town,Basic Membership,2017-09-14,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,20,103.42,36445.77,663.11,Yes,No,No,Not Applicable,Poor Product Quality,1
41,M,Town,Gold Membership,2015-12-03,?,CID54424,Without Offers,Smartphone,Wi-Fi,7,248.72,33879.22,713.39,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
48,M,Town,Premium Membership,2015-03-21,Yes,CID42927,Gift Vouchers/Coupons,Desktop,Fiber_Optic,-999,58.73,39995.8,708.74,No,Yes,No,Not Applicable,Poor Customer Service,1
41,M,City,Platinum Membership,2017-09-18,?,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10,129.09,25893.09,732.65,Yes,No,Yes,Solved,Poor Product Quality,0
21,M,Town,Platinum Membership,2015-09-20,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,9,164.87,49628.7,1881924468650870.0,Yes,No,No,Not Applicable,Too many ads,1
38,M,Village,No Membership,2015-06-10,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,11,376.93,31089.9,1071824762921450.0,Yes,No,Yes,Solved,No reason specified,1
12,F,City,No Membership,2016-07-09,Yes,CID41164,Without Offers,Both,Fiber_Optic,13,619.2,44015.54,8264263584408250.0,Yes,Yes,No,Not Applicable,Poor Product Quality,1
34,F,Town,Silver Membership,2016-05-30,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,5,165.92,46167.97,661.83,No,Yes,No,Not Applicable,No reason specified,1
43,M,City,Basic Membership,2017-12-05,Yes,CID2593,Credit/Debit Card Offers,?,Mobile_Data,13,641.9,11203.68,614.1,No,Yes,No,Not Applicable,Poor Website,1
15,M,Town,Silver Membership,2016-04-20,Yes,CID30063,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14,766.04,44858.07,689.99,Yes,Yes,No,Not Applicable,Poor Customer Service,1
55,M,Town,Premium Membership,2017-09-21,Yes,CID4140,Without Offers,Smartphone,Mobile_Data,7,792.59,44496.31,741.71,Yes,No,No,Not Applicable,Too many ads,1
59,F,Town,Premium Membership,2015-08-08,Yes,CID19181,Gift Vouchers/Coupons,Desktop,Wi-Fi,12,629.37,23602.1,742.41,Yes,Yes,No,Not Applicable,Poor Website,1
50,M,Town,No Membership,2015-09-04,Yes,CID63864,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22,56.28,6124.94,561.78,No,Yes,No,Not Applicable,Poor Website,1
48,F,City,Basic Membership,2016-10-08,Yes,CID12788,Credit/Debit Card Offers,Smartphone,Mobile_Data,20,200.46,40236.57,647.61,Yes,No,No,Not Applicable,No reason specified,1
23,F,City,No Membership,2015-11-02,Yes,CID31932,Without Offers,Smartphone,Mobile_Data,16,1262444588953490.0,12163.94,677.29,Yes,No,No,Not Applicable,Poor Customer Service,1
33,M,City,Platinum Membership,2016-11-03,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20,260.92,70639.99,760.54,No,Yes,No,Not Applicable,User Friendly Website,0
49,M,Town,No Membership,2015-11-23,Yes,CID21962,Without Offers,Smartphone,Wi-Fi,15,30.58,38036.67,636.43,Yes,No,Yes,Solved,Too many ads,1
56,F,Village,No Membership,2017-12-17,Yes,CID33512,Without Offers,Smartphone,Fiber_Optic,11,177.42,6280.96,578.69,Yes,No,Yes,No Information Available,No reason specified,1
32,F,City,No Membership,2016-02-27,Yes,CID43979,Gift Vouchers/Coupons,Desktop,Wi-Fi,15,33.77,32673.05,529.02,No,Yes,No,Not Applicable,No reason specified,1
52,M,Village,Gold Membership,2016-05-13,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,15,33.5,50085.74,1.24220099851237e+16,No,Yes,No,Not Applicable,Reasonable Price,0
16,M,Town,No Membership,2016-12-30,Yes,CID60578,Credit/Debit Card Offers,Smartphone,Wi-Fi,8,62.53,23123.43,524.34,Yes,No,No,Not Applicable,Too many ads,1
48,F,Village,Basic Membership,2015-11-22,Yes,CID10163,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,583.96,38477.8,608.37,Yes,No,No,Not Applicable,No reason specified,1
61,M,City,Platinum Membership,2017-07-17,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9,315.37,28202.86,778.62,Yes,No,No,Not Applicable,Poor Website,1
33,F,Town,Basic Membership,2016-05-07,Yes,CID55094,Without Offers,Smartphone,Wi-Fi,14,146.24,2203.18,3015444843542950.0,No,Yes,Yes,Solved in Follow-up,No reason specified,1
22,M,City,No Membership,2016-08-11,Yes,CID46334,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,103.51,21574.0,4142461508169790.0,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
10,F,Village,Silver Membership,2016-02-16,No,xxxxxxxx,Without Offers,?,Fiber_Optic,12,142.34,38249.21,1.07876095828864e+16,Yes,No,Yes,Unsolved,No reason specified,1
50,M,Village,Platinum Membership,2016-03-03,Yes,CID9580,Gift Vouchers/Coupons,Both,Fiber_Optic,4,-431082163122269.0,9508.56,1654194560969630.0,Yes,No,Yes,No Information Available,No reason specified,1
12,M,City,No Membership,2016-02-05,Yes,CID14260,Credit/Debit Card Offers,Desktop,Mobile_Data,14,86.25,31792.97,1.09860085112964e+16,No,Yes,Yes,No Information Available,Too many ads,1
10,M,Town,Premium Membership,2015-09-13,Yes,CID40819,Gift Vouchers/Coupons,Smartphone,Mobile_Data,-999,78.93,49093.95,791.99,Yes,No,No,Not Applicable,Too many ads,1
12,M,Town,No Membership,2017-04-19,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,8,122.17,12440.72,677.35,No,Yes,Yes,No Information Available,Poor Website,1
45,F,Town,No Membership,2017-07-20,Yes,CID53947,Without Offers,Smartphone,Wi-Fi,6,1482.53,13626.01,555.38,Yes,Yes,No,Not Applicable,No reason specified,1
14,F,Town,No Membership,2016-01-29,Yes,CID52837,Without Offers,Desktop,Wi-Fi,1,385.72,18512.96,557.61,Yes,Yes,Yes,Solved,No reason specified,1
40,F,Town,Basic Membership,2017-12-17,Yes,CID5445,Without Offers,Smartphone,Wi-Fi,14,91.7,23406.99,668.48,No,Yes,Yes,Solved,Too many ads,0
25,M,City,Platinum Membership,2017-01-11,Yes,CID60395,Credit/Debit Card Offers,Smartphone,Wi-Fi,24,31.84,11412.83,703.86,Yes,No,Yes,Solved in Follow-up,Poor Website,0
13,M,City,Silver Membership,2016-03-21,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,4,150.97,85750.12,785.69,Yes,No,No,Not Applicable,Quality Customer Care,0
33,F,Town,Silver Membership,2015-08-25,Yes,CID18588,Gift Vouchers/Coupons,Desktop,Fiber_Optic,-999,94.2,56741.77,710.79,No,Yes,No,Not Applicable,Reasonable Price,0
47,F,Town,Premium Membership,2016-09-09,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,2,163.43,5843.93,754.32,No,Yes,Yes,No Information Available,Too many ads,1
34,M,Town,No Membership,2017-08-13,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,16,296.05,9945.0,638.91,No,Yes,No,Not Applicable,Too many ads,1
60,M,City,Platinum Membership,2017-06-08,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,8,95.89,27327.38,754.13,No,Yes,Yes,Unsolved,Poor Product Quality,0
44,M,Town,Premium Membership,2016-07-24,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,21,34.97,14545.9,3.60582464259439e+16,Yes,No,Yes,Unsolved,Poor Website,1
17,M,Village,Silver Membership,2016-11-07,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,3,349.92,25966.98,659.95,Yes,No,No,Not Applicable,Poor Customer Service,1
16,F,City,Silver Membership,2017-05-05,Yes,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,13,47.22,15403.3,672.15,No,Yes,No,Not Applicable,Poor Website,1
52,F,City,Basic Membership,2017-11-27,Yes,CID21810,Credit/Debit Card Offers,Smartphone,Wi-Fi,9,502.02,28024.35,1.16105766083866e+16,No,Yes,Yes,Solved,Poor Product Quality,1
54,F,City,Premium Membership,2016-03-20,Yes,CID63224,Without Offers,?,Wi-Fi,23,59.08,36440.91,1.63827557967019e+16,Yes,No,No,Not Applicable,Poor Customer Service,1
18,F,Town,No Membership,2016-07-22,Yes,CID31262,Without Offers,Smartphone,Mobile_Data,17,200.63,21330.47,661.3,No,Yes,No,Not Applicable,No reason specified,1
59,M,Town,Premium Membership,2016-12-12,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14,1.4316465460561e+16,56989.08,727.58,Yes,No,Yes,Unsolved,User Friendly Website,0
51,F,City,Platinum Membership,2016-08-01,Yes,CID21667,Without Offers,?,Wi-Fi,8,32.25,8879.1,796.24,Yes,No,Yes,No Information Available,Too many ads,1
18,M,Town,Gold Membership,2015-08-16,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,21,260.08,15097.46,773.63,Yes,No,No,Not Applicable,Poor Product Quality,1
